"Run ID","Flow","predictive_accuracy","Hyperparameters"
"5545055","mlr.classif.ranger(13)","0.7878","num.trees:131,mtry:3,replace:FALSE,sample.fraction:685412741382606,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6017535","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.7878","weight:null,criterion:""gini"",depth:4,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:21883,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME"",rate:15035110184397166,estimators:281,state:25408"
"5003522","mlr.classif.ranger(13)","0.7865","num.trees:298,mtry:2,sample.fraction:962783910287544,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8139539","mlr.classif.ranger(9)","0.7865","num.trees:101,mtry:2,min.node.size:29,sample.fraction:785854342486709,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8538859","mlr.classif.ranger(9)","0.7852","num.trees:206,mtry:5,min.node.size:1,sample.fraction:776434559794143,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"9694348","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)(1)","0.7852","axis:0,copy:true,values:""NaN"",strategy:""most_frequent"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,C:58386058827104,size:200,weight:null,coef0:10253794607287081,shape:""ovr"",degree:3,gamma:01113209073909853,kernel:""sigmoid"",iter:-1,probability:false,state:50281,shrinking:true,tol:0004362186158712645,verbose:false,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,threshold:0.0,memory:null"
"5867596","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7852","bootstrap:true,weight:null,criterion:""gini"",depth:null,features:49342778081534433,nodes:null,split:1e-07,leaf:2,split:15,leaf:0.0,estimators:100,jobs:1,score:false,state:24995,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"8438780","mlr.classif.ranger(13)","0.7839","num.trees:1910,mtry:2,min.node.size:2,sample.fraction:318648406467401,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5487299","mlr.classif.ranger(13)","0.7839","num.trees:58,mtry:3,sample.fraction:85456051256042,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5546398","mlr.classif.ranger(13)","0.7839","num.trees:254,mtry:4,replace:FALSE,sample.fraction:720552519685589,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3982279","mlr.classif.ranger(13)","0.7839","num.trees:142,mtry:2,sample.fraction:67719971134793,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3954451","mlr.classif.ranger(13)","0.7839","num.trees:193,mtry:2,replace:FALSE,sample.fraction:733017857046798,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5023358","mlr.classif.ranger(13)","0.7839","num.trees:131,mtry:2,replace:FALSE,sample.fraction:62899750682991,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8764741","mlr.classif.ranger(9)","0.7839","num.trees:174,mtry:6,min.node.size:3,replace:FALSE,sample.fraction:432872410770506,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5844840","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7839","bootstrap:false,weight:null,criterion:""gini"",depth:null,features:4296212272417659,nodes:null,split:1e-07,leaf:14,split:9,leaf:0.0,estimators:100,jobs:1,score:false,state:7671,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"5841234","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7839","bootstrap:true,weight:null,criterion:""entropy"",depth:null,features:35280584368365253,nodes:null,split:1e-07,leaf:1,split:9,leaf:0.0,estimators:100,jobs:1,score:false,state:37514,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"5688391","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7839","bootstrap:true,weight:null,criterion:""gini"",depth:null,features:32886786605074436,nodes:null,split:1e-07,leaf:1,split:7,leaf:0.0,estimators:100,jobs:1,score:false,state:238,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"5945815","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7839","bootstrap:true,weight:null,criterion:""gini"",depth:null,features:4172510056545422,nodes:null,split:1e-07,leaf:3,split:5,leaf:0.0,estimators:100,jobs:1,score:false,state:46199,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"8347720","mlr.classif.ranger(13)","0.7826","num.trees:1900,mtry:8,min.node.size:2,sample.fraction:700546816363931,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8347315","mlr.classif.ranger(13)","0.7826","num.trees:760,mtry:2,min.node.size:21,replace:FALSE,sample.fraction:524308866634965,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8381937","mlr.classif.ranger(13)","0.7826","num.trees:207,mtry:2,min.node.size:2,sample.fraction:473042381857522,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8387128","mlr.classif.ranger(13)","0.7826","num.trees:348,mtry:4,min.node.size:1,replace:FALSE,sample.fraction:688586444873363,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8397464","mlr.classif.ranger(13)","0.7826","num.trees:585,mtry:4,min.node.size:4,sample.fraction:626677654404193,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8311438","mlr.classif.ranger(13)","0.7826","num.trees:54,mtry:2,min.node.size:2,sample.fraction:896747793164104,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8356787","mlr.classif.ranger(13)","0.7826","num.trees:1205,mtry:3,min.node.size:4,sample.fraction:769152114633471,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8308082","mlr.classif.ranger(13)","0.7826","num.trees:281,mtry:2,min.node.size:6,replace:FALSE,sample.fraction:80363166781608,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8416266","mlr.classif.ranger(13)","0.7826","num.trees:348,mtry:8,min.node.size:3,sample.fraction:668196265748702,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5607263","mlr.classif.ranger(13)","0.7826","num.trees:172,mtry:3,replace:FALSE,sample.fraction:47425579414703,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5515283","mlr.classif.ranger(13)","0.7826","num.trees:562,mtry:2,replace:FALSE,sample.fraction:561672031297348,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5516102","mlr.classif.ranger(13)","0.7826","num.trees:325,mtry:3,sample.fraction:587642171815969,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5516390","mlr.classif.ranger(13)","0.7826","num.trees:272,mtry:2,sample.fraction:515004135621712,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5483239","mlr.classif.ranger(13)","0.7826","num.trees:883,mtry:2,sample.fraction:584655726328492,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3987007","mlr.classif.ranger(13)","0.7826","num.trees:290,mtry:4,replace:FALSE,sample.fraction:801996034337208,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"4625773","mlr.classif.ranger(13)","0.7826","num.trees:161,mtry:6,sample.fraction:13488656016998,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3949268","mlr.classif.ranger(13)","0.7826","num.trees:1126,mtry:2,sample.fraction:69050886684563,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3977735","mlr.classif.ranger(13)","0.7826","num.trees:630,mtry:2,replace:FALSE,sample.fraction:752059011394158,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"4001699","mlr.classif.ranger(13)","0.7826","num.trees:610,mtry:2,replace:FALSE,sample.fraction:60682805669494,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5939716","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.7826","weight:null,criterion:""gini"",depth:4,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:56027,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME"",rate:08543836126976534,estimators:474,state:7807"
"8543249","mlr.classif.ranger(9)","0.7826","num.trees:80,mtry:2,min.node.size:9,replace:FALSE,sample.fraction:831378209800459,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2060725","mlr.classif.ranger(9)","0.7826","num.trees:1316,mtry:2,sample.fraction:525733523629606,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"9677648","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)(1)","0.7826","axis:0,copy:true,values:""NaN"",strategy:""most_frequent"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,C:6596684237444483,size:200,weight:null,coef0:0.0,shape:""ovr"",degree:3,gamma:01889157282892954,kernel:""rbf"",iter:-1,probability:false,state:50942,shrinking:false,tol:0009450859702978159,verbose:false,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,threshold:0.0,memory:null"
"9786850","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)(1)","0.7826","axis:0,copy:true,values:""NaN"",strategy:""median"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,C:7446031597014869,size:200,weight:null,coef0:0.0,shape:""ovr"",degree:3,gamma:05031549751579738,kernel:""rbf"",iter:-1,probability:false,state:47669,shrinking:true,tol:0060439509363990765,verbose:false,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,threshold:0.0,memory:null"
"9754857","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)(1)","0.7826","axis:0,copy:true,values:""NaN"",strategy:""median"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,C:5792317913212075,size:200,weight:null,coef0:0.0,shape:""ovr"",degree:3,gamma:03587961853346964,kernel:""rbf"",iter:-1,probability:false,state:3635,shrinking:true,tol:0003233774798435533,verbose:false,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,threshold:0.0,memory:null"
"5878078","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7826","bootstrap:true,weight:null,criterion:""entropy"",depth:null,features:37656573253361225,nodes:null,split:1e-07,leaf:7,split:7,leaf:0.0,estimators:100,jobs:1,score:false,state:23576,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"5698582","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)(1)","0.7826","bootstrap:true,weight:null,criterion:""entropy"",depth:null,features:3241669656164915,nodes:null,split:1e-07,leaf:1,split:20,leaf:0.0,estimators:100,jobs:1,score:false,state:46479,verbose:0,start:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0"
"9063052","sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer2,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC)(1)","0.7826","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,copy:true,mean:false,std:true,C:9638422307387496,size:200,weight:null,coef0:16122128725400442,shape:""ovr"",degree:3,gamma:03416654415709987,kernel:""rbf"",iter:-1,probability:false,state:27142,shrinking:true,tol:00021094603110320887,verbose:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,memory:null"
"9065256","sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer2,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.svm.classes.SVC)(1)","0.7826","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,copy:true,mean:false,std:true,C:0916114096155007,size:200,weight:null,coef0:8870864242651173,shape:""ovr"",degree:3,gamma:01865669707082986,kernel:""rbf"",iter:-1,probability:false,state:73359,shrinking:true,tol:008651121901768838,verbose:false,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,memory:null"
"8783615","mlr.classif.ranger(16)","0.7826","num.trees:749,mtry:2,min.node.size:3,sample.fraction:776056892191991,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8664917","mlr.classif.ranger(16)","0.7826","num.trees:736,mtry:2,min.node.size:6,replace:FALSE,sample.fraction:681664337520488,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"10441819","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)(2)","0.7826","indicator:false,copy:true,value:null,values:NaN,strategy:""median"",verbose:0,copy:true,mean:true,std:true,bootstrap:true,weight:null,criterion:""entropy"",depth:null,features:2970200203209751,nodes:null,decrease:0,split:null,leaf:2,split:5,leaf:0.0,estimators:300,jobs:1,score:false,state:1,verbose:0,start:false,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""randomforestclassifier"", ""step_name"": ""randomforestclassifier""}}],verbose:false"
"5543489","mlr.classif.ranger(13)","0.7813","num.trees:1424,mtry:2,replace:FALSE,sample.fraction:5986069513252,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5028312","mlr.classif.ranger(13)","0.7813","num.trees:106,mtry:2,sample.fraction:594100602553226,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5025153","mlr.classif.ranger(13)","0.7813","num.trees:425,mtry:4,replace:FALSE,sample.fraction:72796232032124,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8460484","mlr.classif.ranger(13)","0.7813","num.trees:95,mtry:8,min.node.size:3,sample.fraction:660391002311371,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8477402","mlr.classif.ranger(13)","0.7813","num.trees:615,mtry:4,min.node.size:15,replace:FALSE,sample.fraction:824378739157692,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8477610","mlr.classif.ranger(13)","0.7813","num.trees:231,mtry:2,min.node.size:5,replace:FALSE,sample.fraction:548043562588282,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8439683","mlr.classif.ranger(13)","0.7813","num.trees:1825,mtry:4,min.node.size:2,replace:FALSE,sample.fraction:662108728988096,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8440427","mlr.classif.ranger(13)","0.7813","num.trees:329,mtry:2,min.node.size:1,sample.fraction:908686918206513,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8466624","mlr.classif.ranger(13)","0.7813","num.trees:662,mtry:3,min.node.size:28,replace:FALSE,sample.fraction:83593819939997,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8454462","mlr.classif.ranger(13)","0.7813","num.trees:1514,mtry:2,min.node.size:6,replace:FALSE,sample.fraction:527906952798367,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8347016","mlr.classif.ranger(13)","0.7813","num.trees:385,mtry:3,min.node.size:3,replace:FALSE,sample.fraction:480242973542772,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8358628","mlr.classif.ranger(13)","0.7813","num.trees:1686,mtry:2,min.node.size:1,replace:FALSE,sample.fraction:610161440051161,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8366101","mlr.classif.ranger(13)","0.7813","num.trees:1325,mtry:2,min.node.size:1,sample.fraction:357871858263388,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8389120","mlr.classif.ranger(13)","0.7813","num.trees:594,mtry:2,min.node.size:3,replace:FALSE,sample.fraction:637756852759048,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8322258","mlr.classif.ranger(13)","0.7813","num.trees:74,mtry:8,min.node.size:1,sample.fraction:502373509015888,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8297026","mlr.classif.ranger(13)","0.7813","num.trees:1601,mtry:2,min.node.size:1,sample.fraction:762039699102752,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8311763","mlr.classif.ranger(13)","0.7813","num.trees:266,mtry:2,min.node.size:2,sample.fraction:459323152853176,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8311193","mlr.classif.ranger(13)","0.7813","num.trees:773,mtry:2,min.node.size:2,replace:FALSE,sample.fraction:322994314716198,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8335581","mlr.classif.ranger(13)","0.7813","num.trees:721,mtry:2,min.node.size:3,replace:FALSE,sample.fraction:643285161931999,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8356665","mlr.classif.ranger(13)","0.7813","num.trees:1139,mtry:4,min.node.size:8,replace:FALSE,sample.fraction:649730429728515,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"8307580","mlr.classif.ranger(13)","0.7813","num.trees:552,mtry:2,min.node.size:6,sample.fraction:904252150678076,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5480356","mlr.classif.ranger(13)","0.7813","num.trees:388,mtry:4,replace:FALSE,sample.fraction:712089794012718,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5612764","mlr.classif.ranger(13)","0.7813","num.trees:1557,mtry:2,sample.fraction:556313021900132,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6039991","mlr.classif.ranger(13)","0.7813","num.trees:405,mtry:3,replace:FALSE,sample.fraction:502259097085334,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5518156","mlr.classif.ranger(13)","0.7813","num.trees:757,mtry:2,replace:FALSE,sample.fraction:606418679095805,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3981141","mlr.classif.ranger(13)","0.7813","num.trees:71,mtry:2,replace:FALSE,sample.fraction:579698366834782,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"3988398","mlr.classif.ranger(13)","0.7813","num.trees:512,mtry:2,replace:FALSE,sample.fraction:606674120738171,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
