"Run ID","Flow","predictive_accuracy","Hyperparameters"
"4943124","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.763","weight:null,criterion:""gini"",depth:1,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:4180,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME.R"",rate:06487922745522796,estimators:434,state:45750"
"9966830","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(3)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""mean"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""friedman_mse"",init:null,rate:042582545313197176,loss:""deviance"",depth:5,features:3727178717117825,nodes:null,decrease:6186358605206327,split:null,leaf:4,split:2,leaf:1957049976959671,estimators:238,change:264,presort:""auto"",state:8490,subsample:09091868031316697,tol:00045108894718522797,fraction:2862574722530208,verbose:0,start:false"
"9951344","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(3)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""mean"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""friedman_mse"",init:null,rate:36617155030235543,loss:""deviance"",depth:5,features:589366486650546,nodes:null,decrease:8322469110740155,split:null,leaf:15,split:8,leaf:09460572998223188,estimators:157,change:216,presort:""auto"",state:4602,subsample:7824671009711713,tol:00033770013126129786,fraction:47704390421280884,verbose:0,start:false"
"9984794","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(3)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""mean"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""friedman_mse"",init:null,rate:05457680418984688,loss:""deviance"",depth:1,features:06599418126669554,nodes:null,decrease:6424641989739645,split:null,leaf:18,split:16,leaf:12096524273576786,estimators:404,change:281,presort:""auto"",state:24575,subsample:9321914095158846,tol:0010114345636550455,fraction:6564221815921888,verbose:0,start:false"
"10001200","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(3)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""mean"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""mse"",init:null,rate:024798834012863962,loss:""deviance"",depth:2,features:599937584007205,nodes:null,decrease:005024179788247762,split:null,leaf:13,split:4,leaf:13322328664457578,estimators:456,change:158,presort:""auto"",state:24026,subsample:6048580176680646,tol:00015044711777003039,fraction:4388989810370978,verbose:0,start:false"
"9198586","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:45184,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:783083,refit:true,score:""warn"",scoring:null,verbose:1"
"9194622","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:50814,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:647827,refit:true,score:""warn"",scoring:null,verbose:1"
"9196397","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:49200,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:697756,refit:true,score:""warn"",scoring:null,verbose:1"
"9192921","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:65093,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:637279,refit:true,score:""warn"",scoring:null,verbose:1"
"9193234","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:16376,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:980747,refit:true,score:""warn"",scoring:null,verbose:1"
"9198635","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:53752,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:882817,refit:true,score:""warn"",scoring:null,verbose:1"
"9198978","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:29411,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:882817,refit:true,score:""warn"",scoring:null,verbose:1"
"9197984","sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=hyperimp.utils.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,clf=sklearn.ensemble.forest.RandomForestClassifier))(1)","0.763","features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,bootstrap:true,weight:null,criterion:""gini"",depth:null,features:""auto"",nodes:null,decrease:0.0,split:null,leaf:1,split:2,leaf:0.0,estimators:10,jobs:1,score:false,state:27599,verbose:0,start:false,memory:null,axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""mean"",nominal:""most_frequent"",verbose:0,cv:5,score:""raise"",params:null,iid:true,iter:100,jobs:-1,distributions:randint_gen"", ""a"": 1, ""b"": 100000, ""args"": [], ""kwds"": {""low"": 1, ""high"": 100001}}}},dispatch:""2*n_jobs"",state:882817,refit:true,score:""warn"",scoring:null,verbose:1"
"6049402","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)(1)","0.763","axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,C:056768955709,size:200,weight:null,coef0:07017214713058606,shape:null,degree:1,gamma:28242924662489993,kernel:""poly"",iter:-1,probability:true,state:6892,shrinking:false,tol:008054063075333255,verbose:false"
"1868671","mlr.classif.xgboost(4)","0.763","booster:gblinear,eta:0144607378879987,subsample:107390760094859,lambda:00934071114458458,alpha:0778640857425,nrounds:3307,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"1862230","mlr.classif.glmnet(4)","0.763","alpha:0240551976021379,s:0.01,lambda:159832456899625,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"10557854","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)(1)","0.763","copy:true,mean:true,std:true,indicator:false,copy:true,value:null,values:NaN,strategy:""median"",verbose:0,C:0.01,weight:null,dual:false,intercept:true,scaling:1,ratio:null,iter:10000,class:""auto"",jobs:null,penalty:""l2"",state:1,solver:""lbfgs"",tol:0.0001,verbose:0,start:false,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""logisticregression"", ""step_name"": ""logisticregression""}}],verbose:false"
"10557859","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)(1)","0.763","copy:true,mean:true,std:true,indicator:false,copy:true,value:null,values:NaN,strategy:""median"",verbose:0,C:0.01,weight:null,dual:false,intercept:true,scaling:1,ratio:null,iter:10000,class:""warn"",jobs:null,penalty:""l2"",state:1,solver:""lbfgs"",tol:0.0001,verbose:0,start:false,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""logisticregression"", ""step_name"": ""logisticregression""}}],verbose:false"
"10559294","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)(4)","0.763","copy:true,mean:true,std:true,indicator:false,copy:true,value:null,values:NaN,strategy:""median"",verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""svc"", ""step_name"": ""svc""}}],verbose:false,C:10267761840714641,size:200,weight:null,coef0:6852838957856056,shape:""ovr"",degree:4,gamma:006747269765424403,kernel:""rbf"",iter:-1,probability:true,state:1,shrinking:true,tol:0.001,verbose:false"
"10559312","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)(4)","0.763","copy:true,mean:true,std:true,indicator:false,copy:true,value:null,values:NaN,strategy:""median"",verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""svc"", ""step_name"": ""svc""}}],verbose:false,C:655523576885994,size:200,weight:null,coef0:5042146248891441,shape:""ovr"",degree:2,gamma:004535572329647122,kernel:""rbf"",iter:-1,probability:true,state:1,shrinking:true,tol:0.001,verbose:false"
"12473","weka.SMO_PolyKernel(1)","0.763","C:250007,E:2.0,C:0.1,K:PolyKernel,L:0.001,N:0,P:1.0E-12,V:-1,W:1"
"2187681","weka.SMO_PolyKernel(15)","0.763","C:0.1,N:0,L:0.001,P:1.0E-12,V:-1,W:1,K:PolyKernel,calibrator:true,E:2.0,C:250007"
"10205666","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(4)","0.763","copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,transformers:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""numeric"", ""step_name"": ""numeric"", ""argument_1"": [0, 1, 2, 3, 4, 5, 6, 7]}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""nominal"", ""step_name"": ""nominal"", ""argument_1"": []}}],memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""imputer"", ""step_name"": ""imputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""standardscaler"", ""step_name"": ""standardscaler""}}],axis:0,copy:true,values:""NaN"",strategy:""most_frequent"",verbose:0,copy:true,mean:true,std:true,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""onehotencoder"", ""step_name"": ""onehotencoder""}}],features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""columntransformer"", ""step_name"": ""columntransformer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""variancethreshold"", ""step_name"": ""variancethreshold""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""gradientboostingclassifier"", ""step_name"": ""gradientboostingclassifier""}}],criterion:""friedman_mse"",init:null,rate:06337169593899522,loss:""deviance"",depth:25,features:2207300382503795,nodes:null,decrease:8433905092630167,split:null,leaf:13,split:13,leaf:1144018228481481,estimators:591,change:101,presort:""auto"",state:6783,subsample:85909221473511,tol:752567716076912e-05,fraction:8100672831758816,verbose:0,start:false"
"9909551","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(1)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""most_frequent"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""friedman_mse"",init:null,rate:011450557694955689,loss:""deviance"",depth:8,features:7878318725098344,nodes:null,decrease:14872149392459644,split:null,leaf:15,split:20,leaf:17399386725048338,estimators:416,change:59,presort:""auto"",state:38598,subsample:28955478328812323,tol:003811257737408733,fraction:4840482739185291,verbose:0,start:false"
"9897652","sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)(1)","0.763","memory:null,jobs:null,remainder:""passthrough"",threshold:0.3,weights:null,memory:null,axis:0,copy:true,values:""NaN"",strategy:""median"",verbose:0,copy:true,mean:true,std:true,memory:null,copy:true,value:-1,values:NaN,strategy:""constant"",verbose:0,features:null,categories:null,dtype:float64""},unknown:""ignore"",values:null,sparse:true,threshold:0.0,criterion:""friedman_mse"",init:null,rate:13059758894918286,loss:""deviance"",depth:7,features:7466245832042366,nodes:null,decrease:4367775463942788,split:null,leaf:2,split:19,leaf:28893078351227436,estimators:294,change:558,presort:""auto"",state:12768,subsample:3682957289946692,tol:0005952786786661864,fraction:26951393048272465,verbose:0,start:false"
"8979896","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)(2)","0.763","axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""median"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:true,threshold:0.0,C:05174372580429179,size:200,weight:null,coef0:9292957445387584,shape:null,degree:2,gamma:009306474609735165,kernel:""poly"",iter:-1,probability:true,state:23887,shrinking:true,tol:0004686079437634198,verbose:false,copy:true,mean:false,std:true"
"10231060","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,histgradientboostingclassifier=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)(1)","0.763","regularization:0.001,rate:0.1,loss:""auto"",bins:64,depth:8,iter:50,nodes:16,leaf:15,change:null,state:39644,scoring:null,tol:1e-07,fraction:0.2,verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""histgradientboostingclassifier"", ""step_name"": ""histgradientboostingclassifier""}}],verbose:false,indicator:false,copy:true,value:null,values:NaN,strategy:""most_frequent"",verbose:0"
"10231182","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,histgradientboostingclassifier=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)(1)","0.763","regularization:0.01,rate:0.01,loss:""auto"",bins:128,depth:9,iter:300,nodes:32,leaf:9,change:null,state:45258,scoring:null,tol:1e-07,fraction:0.2,verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""histgradientboostingclassifier"", ""step_name"": ""histgradientboostingclassifier""}}],verbose:false,indicator:false,copy:true,value:null,values:NaN,strategy:""most_frequent"",verbose:0"
"10231322","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,histgradientboostingclassifier=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)(1)","0.763","regularization:1e-05,rate:0.1,loss:""auto"",bins:64,depth:8,iter:50,nodes:64,leaf:7,change:null,state:24593,scoring:null,tol:1e-07,fraction:0.1,verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""histgradientboostingclassifier"", ""step_name"": ""histgradientboostingclassifier""}}],verbose:false,indicator:false,copy:true,value:null,values:NaN,strategy:""most_frequent"",verbose:0"
"10232131","sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,histgradientboostingclassifier=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)(1)","0.763","regularization:1e-10,rate:0.01,loss:""auto"",bins:8,depth:12,iter:200,nodes:4,leaf:22,change:null,state:40809,scoring:null,tol:1e-07,fraction:0.2,verbose:0,memory:null,steps:[{""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""simpleimputer"", ""step_name"": ""simpleimputer""}}, {""oml-python:serialized_object"": ""component_reference"", ""value"": {""key"": ""histgradientboostingclassifier"", ""step_name"": ""histgradientboostingclassifier""}}],verbose:false,indicator:false,copy:true,value:null,values:NaN,strategy:""most_frequent"",verbose:0"
